year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,Site_Name
2019,NA,NA,Martha's Finyard,Outside,NA,9,Bluestriped grunt,50,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,4479.07664,0.033333333,Martha's Finyard
2019,NA,NA,Mixing Bowl,Inside ,NA,1,Bluestriped grunt,30,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,1007.83664,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,1,Bluestriped grunt,40,8,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,9338.37362,0.133333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,4,Bluestriped grunt,20,8,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,1233.85368,0.133333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,4,Bluestriped grunt,40,6,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,7003.78022,0.1,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,5,Bluestriped grunt,30,8,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,4031.34656,0.133333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,6,Bluestriped grunt,30,6,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,3023.50992,0.1,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,6,Bluestriped grunt,40,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,2334.5934,0.033333333,Sailfin Miniwall
2019,NA,NA,Jigsaw,Outside,NA,3,Bluestriped grunt,20,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,308.46342,0.033333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,3,Bluestriped grunt,30,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,1007.83664,0.033333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,Bluestriped grunt,40,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,2334.5934,0.033333333,Jigsaw Puzzle
2019,NA,NA,Icon,Inside ,NA,1,Bluestriped grunt,20,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,308.46342,0.033333333,Icon
2019,NA,NA,Icon,Inside ,NA,3,Bluestriped grunt,30,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,1007.83664,0.033333333,Icon
2019,NA,NA,Icon,Inside ,NA,8,Bluestriped grunt,50,4,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,8958.15326,0.066666667,Icon
2019,NA,NA,Grundy's Gardens,Inside ,NA,3,Bluestriped grunt,50,2,Haemulon sciurus,Grunt,Carnivore,0.0245,2.92,4479.07664,0.033333333,Grundy's Gardens
2019,NA,NA,Meadows,Inside ,NA,6,Caesar grunt,20,12,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,1511.16464,0.2,The Meadows
2019,NA,NA,Snapshot,Outside,NA,1,Caesar grunt,40,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,2000.96836,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,5,Caesar grunt,20,60,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,7555.8232,1,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,6,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,9,Caesar grunt,20,4,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,503.72154,0.066666667,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,9,Caesar grunt,30,20,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,8465.90512,0.333333333,Snap Shot
2019,NA,NA,West Point,Outside,NA,2,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,2,Caesar grunt,40,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,2000.96836,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,3,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,5,Caesar grunt,20,4,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,503.72154,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,10,Caesar grunt,40,6,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,6002.90506,0.1,West Point
2019,NA,NA,West Point,Outside,NA,10,Caesar grunt,40,6,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,6002.90506,0.1,West Point
2019,NA,NA,Martha's Finyard,Outside,NA,1,Caesar grunt,20,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,251.86078,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,2,Caesar grunt,20,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,251.86078,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,2,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,8,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,9,Caesar grunt,40,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,2000.96836,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,10,Caesar grunt,40,10,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,10004.84176,0.166666667,Martha's Finyard
2019,NA,NA,Mixing Bowl,Inside ,NA,1,Caesar grunt,30,80,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,33863.6205,1.333333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,2,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,2,Caesar grunt,40,40,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,40019.36702,0.666666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,4,Caesar grunt,30,4,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,1693.18102,0.066666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,7,Caesar grunt,20,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,251.86078,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,7,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,8,Caesar grunt,20,10,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,1259.30386,0.166666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,8,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,9,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,9,Caesar grunt,40,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,2000.96836,0.033333333,Sailfin Miniwall
2019,NA,NA,Jigsaw,Outside,NA,2,Caesar grunt,30,26,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,11005.67666,0.433333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,3,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,Caesar grunt,20,4,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,503.72154,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,Caesar grunt,30,8,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,3386.36206,0.133333333,Jigsaw Puzzle
2019,NA,NA,Sailfin,Outside,NA,1,Caesar grunt,30,230,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,97357.90894,3.833333333,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,4,Caesar grunt,20,6,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,755.58232,0.1,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,7,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Sailfin Reef
2019,NA,NA,Grundy's Gardens,Inside ,NA,3,Caesar grunt,30,2,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,846.59052,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,5,Caesar grunt,20,4,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,503.72154,0.066666667,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,8,Caesar grunt,30,6,Haemulon carbonarium,Grunt,Carnivore,0.01622,2.99,2539.77154,0.1,Grundy's Gardens
2019,NA,NA,Coral City,Outside,NA,1,French grunt,40,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,9178.3012,0.133333333,Coral City
2019,NA,NA,Coral City,Outside,NA,2,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,Coral City
2019,NA,NA,Coral City,Outside,NA,5,French grunt,10,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,36.35322,0.033333333,Coral City
2019,NA,NA,Coral City,Outside,NA,6,French grunt,10,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,145.4129,0.133333333,Coral City
2019,NA,NA,Coral City,Outside,NA,7,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Coral City
2019,NA,NA,Coral City,Outside,NA,7,French grunt,30,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1941.62558,0.066666667,Coral City
2019,NA,NA,Coral City,Outside,NA,10,French grunt,10,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,36.35322,0.033333333,Coral City
2019,NA,NA,Coral City,Outside,NA,10,French grunt,20,14,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2021.71842,0.233333333,Coral City
2019,NA,NA,Meadows,Inside ,NA,1,French grunt,10,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,36.35322,0.033333333,The Meadows
2019,NA,NA,Meadows,Inside ,NA,5,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,The Meadows
2019,NA,NA,Pauls Anchors,Inside ,NA,6,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Paul's Anchor
2019,NA,NA,Pauls Anchors,Inside ,NA,7,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Paul's Anchor
2019,NA,NA,Pauls Anchors,Inside ,NA,8,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Paul's Anchor
2019,NA,NA,Snapshot,Outside,NA,2,French grunt,20,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1155.26766,0.133333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,3,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,5,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,5,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,6,French grunt,10,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,36.35322,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,6,French grunt,20,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1444.08458,0.166666667,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,6,French grunt,30,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2912.43838,0.1,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,7,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,8,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,9,French grunt,20,16,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2310.53534,0.266666667,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,9,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Snap Shot
2019,NA,NA,Snapshot,Outside,NA,10,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Snap Shot
2019,NA,NA,West Point,Outside,NA,1,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,West Point
2019,NA,NA,West Point,Outside,NA,2,French grunt,10,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,181.76612,0.166666667,West Point
2019,NA,NA,West Point,Outside,NA,2,French grunt,20,20,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2888.16916,0.333333333,West Point
2019,NA,NA,West Point,Outside,NA,3,French grunt,30,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,4854.06398,0.166666667,West Point
2019,NA,NA,West Point,Outside,NA,3,French grunt,20,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1444.08458,0.166666667,West Point
2019,NA,NA,West Point,Outside,NA,3,French grunt,30,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1941.62558,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,4,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,5,French grunt,20,16,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2310.53534,0.266666667,West Point
2019,NA,NA,West Point,Outside,NA,5,French grunt,30,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1941.62558,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,6,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,7,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,8,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,10,French grunt,20,16,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2310.53534,0.266666667,West Point
2019,NA,NA,Martha's Finyard,Outside,NA,2,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,3,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,5,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,6,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,7,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,8,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,9,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Martha's Finyard
2019,NA,NA,Mixing Bowl,Inside ,NA,2,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,2,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,3,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,4,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,7,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,7,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,8,French grunt,20,38,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,5487.52142,0.633333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,9,French grunt,20,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1444.08458,0.166666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,9,French grunt,40,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,9178.3012,0.133333333,Sailfin Miniwall
2019,NA,NA,Jigsaw,Outside,NA,1,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,2,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,3,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,4,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,5,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,6,French grunt,20,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1155.26766,0.133333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,6,French grunt,30,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1941.62558,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,8,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,French grunt,20,10,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1444.08458,0.166666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,10,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Jigsaw Puzzle
2019,NA,NA,Sailfin,Outside,NA,1,French grunt,10,24,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,436.2387,0.4,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,2,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,3,French grunt,30,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,2912.43838,0.1,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,5,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,7,French grunt,20,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1155.26766,0.133333333,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,9,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Sailfin Reef
2019,NA,NA,Sailfin,Outside,NA,10,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Sailfin Reef
2019,NA,NA,Icon,Inside ,NA,1,French grunt,20,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,577.63384,0.066666667,Icon
2019,NA,NA,Icon,Inside ,NA,2,French grunt,20,6,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,866.45074,0.1,Icon
2019,NA,NA,Icon,Inside ,NA,3,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Icon
2019,NA,NA,Icon,Inside ,NA,4,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Icon
2019,NA,NA,Icon,Inside ,NA,8,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Icon
2019,NA,NA,Grundy's Gardens,Inside ,NA,2,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,3,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,4,French grunt,10,4,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,72.70644,0.066666667,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,5,French grunt,20,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,288.81692,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,6,French grunt,10,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,36.35322,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,6,French grunt,20,8,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,1155.26766,0.133333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,8,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Grundy's Gardens
2019,NA,NA,Grundy's Gardens,Inside ,NA,9,French grunt,30,2,Haemulon flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8128,0.033333333,Grundy's Gardens
2019,NA,NA,Jigsaw,Outside,NA,4,juvenile grunts,5,46,Haemulon   Anisotremus,Grunt,Carnivore,0.0138,2.99,78.08314,0.766666667,Jigsaw Puzzle
2019,NA,NA,Mixing Bowl,Inside ,NA,1,Porkfish grunt,20,2,Anisotremus virginicus,Grunt,Carnivore,0.0141,3.02,239.52988,0.033333333,Sailfin Miniwall
2019,NA,NA,Meadows,Inside ,NA,1,Sailors Choice Grunt,20,2,Haemulon parra,Grunt,Carnivore,0.0174,3.04,313.84154,0.033333333,The Meadows
2019,NA,NA,Meadows,Inside ,NA,6,Sailors Choice Grunt,30,6,Haemulon parra,Grunt,Carnivore,0.0174,3.04,3229.6028,0.1,The Meadows
2019,NA,NA,Pauls Anchors,Inside ,NA,7,Sailors Choice Grunt,40,2,Haemulon parra,Grunt,Carnivore,0.0174,3.04,2581.31864,0.033333333,Paul's Anchor
2019,NA,NA,Martha's Finyard,Outside,NA,8,Sailors Choice Grunt,30,4,Haemulon parra,Grunt,Carnivore,0.0174,3.04,2153.06854,0.066666667,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,9,Sailors Choice Grunt,40,4,Haemulon parra,Grunt,Carnivore,0.0174,3.04,5162.63728,0.066666667,Martha's Finyard
2019,NA,NA,Martha's Finyard,Outside,NA,10,Sailors Choice Grunt,40,4,Haemulon parra,Grunt,Carnivore,0.0174,3.04,5162.63728,0.066666667,Martha's Finyard
2019,NA,NA,Jigsaw,Outside,NA,2,Sailors Choice Grunt,30,4,Haemulon parra,Grunt,Carnivore,0.0174,3.04,2153.06854,0.066666667,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,3,Sailors Choice Grunt,30,8,Haemulon parra,Grunt,Carnivore,0.0174,3.04,4306.13706,0.133333333,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,Sailors Choice Grunt,20,6,Haemulon parra,Grunt,Carnivore,0.0174,3.04,941.52462,0.1,Jigsaw Puzzle
2019,NA,NA,Jigsaw,Outside,NA,9,Sailors Choice Grunt,40,2,Haemulon parra,Grunt,Carnivore,0.0174,3.04,2581.31864,0.033333333,Jigsaw Puzzle
2019,NA,NA,West Point,Outside,NA,2,white grunt,30,6,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,2827.87468,0.1,West Point
2019,NA,NA,West Point,Outside,NA,2,white grunt,40,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,2208.80596,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,2,white grunt,50,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,4275.73916,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,3,white grunt,30,4,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,1885.24978,0.066666667,West Point
2019,NA,NA,West Point,Outside,NA,3,white grunt,40,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,2208.80596,0.033333333,West Point
2019,NA,NA,West Point,Outside,NA,3,white grunt,50,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,4275.73916,0.033333333,West Point
2019,NA,NA,Mixing Bowl,Inside ,NA,8,white grunt,30,4,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,1885.24978,0.066666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,8,white grunt,40,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,2208.80596,0.033333333,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,9,white grunt,30,4,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,1885.24978,0.066666667,Sailfin Miniwall
2019,NA,NA,Mixing Bowl,Inside ,NA,10,white grunt,30,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,942.6249,0.033333333,Sailfin Miniwall
2019,NA,NA,Sailfin,Outside,NA,1,white grunt,20,10,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,1419.31496,0.166666667,Sailfin Reef
2019,NA,NA,Icon,Inside ,NA,3,white grunt,40,2,Haemulon plumierii,Grunt,Carnivore,0.02,2.96,2208.80596,0.033333333,Icon
