Year,Site,trasnect,quadrat,Cructose,Macro Total,Macro Fleshy,Macro Calc,Turf,Number of juvenile corals
2015,Grundys  Gardens ,6,3,5,5,25,0,25,0
2015,Grundys  Gardens ,6,4,1,20,10,0,10,0
2015,Grundys  Gardens ,6,5,0,0,75,0,75,0
2015,Coral City,1,1,1,60,30,5,35,0
2015,Coral City,1,2,2,30,50,5,55,0
2015,Coral City,1,3,20,30,25,10,35,0
2015,Coral City,1,4,50,15,20,1,21,0
2015,Coral City,1,5,20,20,15,5,20,0
2015,Coral City,2,1,0,10,40,5,45,0
2015,Coral City,2,2,10,15,60,1,61,0
2015,Coral City,2,3,20,10,65,1,66,0
2015,Coral City,2,4,5,10,55,15,70,0
2015,Coral City,2,5,5,10,70,10,80,0
2015,Coral City,3,1,2,25,5,5,10,1
2015,Coral City,3,2,0,60,20,5,25,0
2015,Coral City,3,3,20,0,5,2,7,3
2015,Coral City,3,4,10,0,90,5,95,1
2015,Coral City,3,5,50,0,10,2,12,1
2015,Coral City,4,1,5,0,75,1,76,1
2015,Coral City,4,2,10,0,70,0,70,3
2015,Coral City,4,3,10,10,70,2,72,1
2015,Coral City,4,4,20,0,80,5,85,1
2015,Coral City,4,5,60,10,20,2,22,2
2015,Coral City,5,1,55,0,10,2,12,0
2015,Coral City,5,2,10,0,15,25,40,0
2015,Coral City,5,3,10,0,50,5,55,0
2015,Coral City,5,4,50,0,15,5,20,2
2015,Coral City,5,5,40,0,10,5,15,0
2015,Coral City,6,1,25,5,15,5,20,1
2015,Coral City,6,2,25,5,15,5,20,1
2015,Coral City,6,3,10,0,10,5,15,0
2015,Coral City,6,4,10,0,75,2,77,0
2015,Coral City,6,5,10,5,25,5,30,1
2015,Icon,1,1,0,10,40,5,45,0
2015,Icon,1,2,0,0,10,10,20,0
2015,Icon,1,3,15,0,40,5,45,0
2015,Icon,1,4,0,10,20,0,20,0
2015,Icon,1,5,0,10,25,5,30,0
2015,Icon,2,1,5,40,20,10,30,1
2015,Icon,2,2,10,0,20,0,20,2
2015,Icon,2,3,15,0,40,0,40,1
2015,Icon,2,4,0,5,15,15,30,0
2015,Icon,2,5,20,0,30,15,45,4
2015,Icon,3,1,10,10,1,1,2,0
2015,Icon,3,2,40,1,50,1,51,0
2015,Icon,3,3,10,10,40,3,43,2
2015,Icon,3,4,10,0,40,2,42,0
2015,Icon,3,5,5,5,5,3,8,2
2015,Icon,4,1,10,0,70,5,75,2
2015,Icon,4,2,0,5,50,10,60,4
2015,Icon,4,3,5,2,5,5,10,6
2015,Icon,4,4,50,0,30,3,33,0
2015,Icon,4,5,10,5,30,5,35,0
2015,Icon,5,1,25,5,10,5,15,1
2015,Icon,5,2,20,0,15,5,20,2
2015,Icon,5,3,20,0,40,5,45,2
2015,Icon,5,4,20,0,30,15,45,0
2015,Icon,5,5,35,0,55,10,65,0
2015,Icon,6,1,5,0,20,5,25,0
2015,Icon,6,2,15,0,30,5,35,1
2015,Icon,6,3,30,5,30,0,30,2
2015,Icon,6,4,10,0,15,5,20,1
2015,Icon,6,5,15,0,25,5,30,0
2015,Pauls Anchor,1,1,15,0,35,0,35,2
2015,Pauls Anchor,1,2,20,0,35,5,40,0
2015,Pauls Anchor,1,3,20,0,25,5,30,1
2015,Pauls Anchor,1,4,50,0,20,1,21,0
2015,Pauls Anchor,1,5,30,0,25,15,40,2
2015,Pauls Anchor,2,1,60,0,10,5,15,1
2015,Pauls Anchor,2,2,15,0,25,15,40,1
2015,Pauls Anchor,2,3,0,0,35,15,50,1
2015,Pauls Anchor,2,4,15,10,15,25,40,0
2015,Pauls Anchor,2,5,5,0,40,5,45,1
2015,Pauls Anchor,3,1,35,0,25,1,26,2
2015,Pauls Anchor,3,2,55,0,30,0,30,1
2015,Pauls Anchor,3,3,20,0,35,15,50,0
2015,Pauls Anchor,3,4,40,0,15,20,35,0
2015,Pauls Anchor,3,5,15,15,10,2,12,0
2015,Pauls Anchor,4,1,30,15,30,15,45,4
2015,Pauls Anchor,4,2,20,10,20,10,30,1
2015,Pauls Anchor,4,3,10,0,70,10,80,1
2015,Pauls Anchor,4,4,15,0,20,10,30,7
2015,Pauls Anchor,4,5,20,0,15,10,25,0
2015,Pauls Anchor,5,1,0,0,85,5,90,0
2015,Pauls Anchor,5,2,15,0,10,5,15,3
2015,Pauls Anchor,5,3,40,0,10,5,15,1
2015,Pauls Anchor,5,4,40,0,50,10,60,3
2015,Pauls Anchor,5,5,10,5,20,10,30,0
2015,Pauls Anchor,6,1,10,10,60,5,65,4
2015,Pauls Anchor,6,2,20,0,20,0,20,2
2015,Pauls Anchor,6,3,60,0,10,5,15,2
2015,Pauls Anchor,6,4,5,20,20,0,20,0
2015,Pauls Anchor,6,5,30,5,10,10,20,0
2015,Sailfin,1,1,0,0,20,10,30,0
2015,Sailfin,1,2,10,10,50,20,70,1
2015,Sailfin,1,3,10,10,50,50,100,0
2015,Sailfin,1,4,0,0,0,10,10,0
2015,Sailfin,1,5,50,0,20,20,40,1
2015,Sailfin,2,1,10,50,20,10,30,0
2015,Sailfin,2,2,0,0,30,30,60,0
2015,Sailfin,2,3,0,20,60,5,65,0
2015,Sailfin,2,4,0,60,30,10,40,0
2015,Sailfin,2,5,0,0,10,5,15,0
2015,Sailfin,3,1,0,50,20,1,21,1
2015,Sailfin,3,2,0,30,20,0,20,0
2015,Sailfin,3,3,0,70,1,5,6,0
2015,Sailfin,3,4,10,60,5,10,15,0
2015,Sailfin,3,5,50,30,0,10,10,0
2015,Sailfin,4,1,0,70,20,5,25,2
2015,Sailfin,4,2,5,80,5,10,15,1
2015,Sailfin,4,3,0,60,30,5,35,0
2015,Sailfin,4,4,0,70,20,5,25,1
2015,Sailfin,4,5,5,40,20,5,25,0
2015,Sailfin,5,1,20,60,5,5,10,0
2015,Sailfin,5,2,15,70,5,5,10,0
2015,Sailfin,5,3,0,50,10,10,20,0
2015,Sailfin,5,4,5,70,10,0,10,0
2015,Sailfin,5,5,0,60,20,10,30,0
2015,Sailfin,6,1,0,70,5,5,10,0
2015,Sailfin,6,2,0,50,20,10,30,1
2015,Sailfin,6,3,0,70,20,5,25,0
2015,Sailfin,6,4,5,65,15,10,25,1
2015,Sailfin,6,5,5,60,10,15,25,0
2017,Mixing Bowl,1,1,5,15,5,10,10,NA
2017,Mixing Bowl,1,2,5,25,20,5,10,NA
2017,Mixing Bowl,1,3,1,6,5,1,5,NA
2017,Mixing Bowl,1,4,1,20,10,10,5,NA
2017,Mixing Bowl,1,5,10,2,1,1,10,NA
2017,Mixing Bowl,2,1,10,15,5,10,10,NA
2017,Mixing Bowl,2,2,10,15,5,10,15,NA
2017,Mixing Bowl,2,3,5,15,5,10,10,NA
2017,Mixing Bowl,2,4,1,55,50,5,1,NA
2017,Mixing Bowl,2,5,1,76,75,1,5,NA
2017,Mixing Bowl,3,1,0,2,1,1,5,NA
2017,Mixing Bowl,3,2,5,55,50,5,5,NA
2017,Mixing Bowl,3,3,5,15,10,5,5,NA
2017,Mixing Bowl,3,4,5,20,15,5,10,NA
2017,Mixing Bowl,3,5,20,30,20,10,10,NA
2017,Mixing Bowl,4,1,5,20,10,10,5,NA
2017,Mixing Bowl,4,2,5,15,10,5,10,NA
2017,Mixing Bowl,4,3,10,10,5,5,5,NA
2017,Mixing Bowl,4,4,5,6,1,5,5,NA
2017,Mixing Bowl,4,5,10,41,40,1,5,NA
2017,Meadows,1,1,0,45,40,5,10,NA
2017,Meadows,1,2,5,11,10,1,1,NA
2017,Meadows,1,3,10,6,5,1,20,NA
2017,Meadows,1,4,0,26,25,1,5,NA
2017,Meadows,1,5,0,16,15,1,10,NA
2017,Meadows,2,1,5,20,15,5,5,NA
2017,Meadows,2,2,10,2,1,1,10,NA
2017,Meadows,2,3,0,75,75,0,5,NA
2017,Meadows,2,4,1,55,50,5,1,NA
2017,Meadows,2,5,5,51,50,1,5,NA
2017,Icon,1,1,10,10,10,0,10,NA
2017,Icon,1,2,1,20,15,5,5,NA
2017,Icon,1,3,5,11,10,1,10,NA
2017,Icon,1,4,0,11,10,1,10,NA
2017,Icon,1,5,5,26,25,1,5,NA
2017,Icon,2,1,5,30,25,5,5,NA
2017,Icon,2,2,1,20,10,10,10,NA
2017,Icon,2,3,1,10,5,5,15,NA
2017,Icon,2,4,20,11,10,1,5,NA
2017,Icon,2,5,5,20,15,5,5,NA
2017,Icon,3,1,1,20,20,0,5,NA
2017,Icon,3,2,10,15,15,0,10,NA
2017,Icon,3,3,10,6,5,1,5,NA
2017,Icon,3,4,5,15,10,5,1,NA
2017,Icon,3,5,5,25,10,15,5,NA
2017,Snapshot,1,1,1,11,10,1,5,NA
2017,Snapshot,1,2,5,25,5,20,1,NA
2017,Snapshot,1,3,1,60,55,5,5,NA
2017,Snapshot,1,4,5,25,20,5,5,NA
2017,Snapshot,1,5,0,21,20,1,5,NA
2017,Snapshot,2,1,5,15,10,5,5,NA
2017,Snapshot,2,2,5,55,50,5,5,NA
2017,Snapshot,2,3,0,5,5,0,0,NA
2017,Snapshot,2,4,5,35,25,10,1,NA
2017,Snapshot,2,5,5,6,5,1,5,NA
2017,Snapshot,3,1,1,15,5,10,5,NA
2017,Snapshot,3,2,1,16,15,1,5,NA
2017,Snapshot,3,3,10,25,20,5,1,NA
2017,Snapshot,3,4,20,10,5,5,5,NA
2017,Snapshot,3,5,1,30,25,5,5,NA
2017,Pauls Anchor,1,1,1,41,40,1,1,NA
2017,Pauls Anchor,1,2,1,15,5,10,5,NA
2017,Pauls Anchor,1,3,1,11,10,1,5,NA
2017,Pauls Anchor,1,4,5,15,5,10,10,NA
2017,Pauls Anchor,1,5,0,11,10,1,10,NA
2017,Pauls Anchor,2,1,5,16,15,1,5,NA
2017,Pauls Anchor,2,2,0,55,50,5,5,NA
2017,Pauls Anchor,2,3,5,25,15,10,5,NA
2017,Pauls Anchor,2,4,5,10,10,0,15,NA
2017,Pauls Anchor,2,5,1,26,25,1,5,NA
2017,Sailfin,1,1,5,20,10,10,10,NA
2017,Sailfin,1,2,0,6,1,5,5,NA
2017,Sailfin,1,3,1,21,20,1,15,NA
2017,Sailfin,1,4,5,45,25,20,5,NA
2017,Sailfin,1,5,1,55,30,25,1,NA
2017,Sailfin,2,1,0,76,75,1,0,NA
2017,Sailfin,2,2,1,26,25,1,5,NA
2017,Sailfin,2,3,1,25,20,5,1,NA
2017,Sailfin,2,4,5,31,30,1,10,NA
2017,Sailfin,2,5,5,15,5,10,5,NA
2017,West Point,1,1,10,25,10,15,10,NA
2017,West Point,1,2,0,35,30,5,1,NA
2017,West Point,1,3,0,15,10,5,5,NA
2017,West Point,1,4,0,10,10,0,5,NA
2017,West Point,1,5,5,31,30,1,1,NA
2017,West Point,2,1,1,25,25,0,0,NA
2017,West Point,2,2,10,31,30,1,1,NA
2017,West Point,2,3,1,70,70,0,1,NA
2017,West Point,2,4,10,16,15,1,10,NA
2017,West Point,2,5,0,30,20,10,1,NA
2017,Jigsaw ,1,1,10,10,5,5,5,NA
2017,Jigsaw ,1,2,1,50,40,10,10,NA
2017,Jigsaw ,1,3,0,25,15,10,10,NA
2017,Jigsaw ,1,4,5,25,10,15,5,NA
2017,Jigsaw ,1,5,10,15,10,5,20,NA
2017,Jigsaw ,2,1,5,20,10,10,10,NA
2017,Jigsaw ,2,2,1,26,25,1,20,NA
2017,Jigsaw ,2,3,15,15,10,5,5,NA
2017,Jigsaw ,2,4,5,15,10,5,20,NA
2017,Jigsaw ,2,5,5,30,25,5,15,NA
2017,West Point,3,1,0,15,15,0,25,NA
2017,West Point,3,2,0,31,30,1,25,NA
2017,West Point,3,3,0,51,50,1,10,NA
2017,West Point,3,4,1,40,35,5,5,NA
2017,West Point,3,5,0,6,5,1,5,NA
2017,West Point,4,1,1,26,25,1,5,NA
2017,West Point,4,2,1,60,55,5,10,NA
2017,West Point,4,3,5,50,50,0,5,NA
2017,West Point,4,4,0,91,90,1,0,NA
2017,West Point,4,5,5,25,25,0,25,NA
2017,Grundys  Gardens ,1,1,10,15,5,10,15,NA
2017,Grundys  Gardens ,1,2,5,15,5,10,5,NA
2017,Grundys  Gardens ,1,3,0,6,5,1,0,NA
2017,Grundys  Gardens ,1,4,5,30,10,20,0,NA
2017,Grundys  Gardens ,1,5,0,0,0,0,0,NA
2017,Grundys  Gardens ,2,1,0,16,15,1,5,NA
2017,Grundys  Gardens ,2,2,15,5,0,5,25,NA
2017,Grundys  Gardens ,2,3,0,0,0,0,0,NA
2017,Grundys  Gardens ,2,4,0,0,0,0,0,NA
2017,Grundys  Gardens ,2,5,15,5,0,5,15,NA
2017,Coral City,1,1,5,80,75,5,5,NA
2017,Coral City,1,2,0,2,1,1,5,NA
2017,Coral City,1,3,5,20,15,5,15,NA
2017,Coral City,1,4,0,2,1,1,1,NA
2017,Coral City,1,5,0,2,1,1,5,NA
2017,Coral City,2,1,5,30,25,5,1,NA
2017,Coral City,2,2,5,35,25,10,5,NA
2017,Coral City,2,3,1,35,20,15,5,NA
2017,Coral City,2,4,1,21,1,20,10,NA
2017,Coral City,2,5,0,60,10,50,10,NA
2017,Mixing Bowl,5,1,10,30,25,5,5,NA
2017,Mixing Bowl,5,2,10,25,15,10,15,NA
2017,Mixing Bowl,5,3,5,40,15,25,15,NA
2017,Mixing Bowl,5,4,10,25,25,0,0,NA
2017,Mixing Bowl,5,5,5,31,30,1,0,NA
2017,Mixing Bowl,6,1,5,50,45,5,10,NA
2017,Mixing Bowl,6,2,5,15,10,5,0,NA
2017,Mixing Bowl,6,3,5,30,20,10,5,NA
2017,Mixing Bowl,6,4,15,25,10,15,10,NA
2017,Mixing Bowl,6,5,0,30,25,5,0,NA
2017,Mixing Bowl,7,1,20,25,25,0,0,NA
2017,Mixing Bowl,7,2,5,25,25,0,2,NA
2017,Mixing Bowl,7,3,2,30,5,25,2,NA
2017,Mixing Bowl,7,4,15,15,15,0,2,NA
2017,Mixing Bowl,7,5,5,5,5,0,0,NA
2017,Meadows,3,1,0,45,45,0,2,NA
2017,Meadows,3,2,3,50,50,0,0,NA
2017,Meadows,3,3,0,25,25,0,15,NA
2017,Meadows,3,4,0,45,40,5,0,NA
2017,Meadows,3,5,0,20,20,0,20,NA
2017,Meadows,4,1,3,62,60,2,2,NA
2017,Meadows,4,2,0,10,10,0,3,NA
2017,Meadows,4,3,5,65,60,5,3,NA
2017,Meadows,4,4,3,25,25,0,15,NA
2017,Meadows,4,5,20,45,45,0,3,NA
2017,Meadows,5,1,0,35,35,0,3,NA
2017,Meadows,5,2,0,15,10,5,3,NA
2017,Meadows,5,3,10,30,25,5,2,NA
2017,Meadows,5,4,5,15,15,0,15,NA
2017,Meadows,5,5,5,20,15,5,5,NA
2017,Icon,4,1,0,25,20,5,5,NA
2017,Icon,4,2,10,13,10,3,5,NA
2017,Icon,4,3,0,60,60,0,10,NA
2017,Icon,4,4,10,60,50,10,2,NA
2017,Icon,4,5,10,75,75,0,2,NA
2017,Icon,5,1,20,18,15,3,0,NA
2017,Icon,5,2,5,75,70,5,3,NA
2017,Icon,5,3,10,16,15,1,5,NA
2017,Icon,5,4,5,75,75,0,0,NA
2017,Icon,5,5,5,50,50,0,5,NA
2017,Icon,6,1,5,50,50,0,5,NA
2017,Icon,6,2,35,7,5,2,3,NA
2017,Icon,6,3,5,20,20,0,10,NA
2017,Icon,6,4,1,90,80,10,0,NA
2017,Icon,6,5,10,78,75,3,3,NA
2017,Snapshot,4,1,3,37,35,2,0,NA
2017,Snapshot,4,2,5,42,40,2,3,NA
2017,Snapshot,4,3,2,80,75,5,3,NA
2017,Snapshot,4,4,15,60,60,0,5,NA
2017,Snapshot,4,5,0,50,35,15,0,NA
2017,Snapshot,5,1,15,33,30,3,4,NA
2017,Snapshot,5,2,0,23,20,3,2,NA
2017,Snapshot,5,3,5,35,30,5,3,NA
2017,Snapshot,5,4,10,15,15,0,0,NA
2017,Snapshot,5,5,15,16,15,1,2,NA
2017,Snapshot,6,1,5,8,3,5,15,NA
2017,Snapshot,6,2,5,36,35,1,2,NA
2017,Snapshot,6,3,3,15,10,5,2,NA
2017,Snapshot,6,4,15,28,25,3,3,NA
2017,Snapshot,6,5,15,17,15,2,5,NA
2017,Pauls Anchor,3,1,15,32,25,7,0,NA
2017,Pauls Anchor,3,2,20,25,25,0,5,NA
2017,Pauls Anchor,3,3,5,85,80,5,0,NA
2017,Pauls Anchor,3,4,3,15,15,0,0,NA
2017,Pauls Anchor,3,5,10,70,70,0,0,NA
2017,Pauls Anchor,4,1,0,57,50,7,0,NA
2017,Pauls Anchor,4,2,3,50,50,0,0,NA
2017,Pauls Anchor,4,3,0,62,60,2,15,NA
2017,Pauls Anchor,4,4,5,83,80,3,2,NA
2017,Pauls Anchor,4,5,15,15,15,0,4,NA
2017,Sailfin,3,1,3,29,25,4,3,NA
2017,Sailfin,3,2,0,27,25,2,15,NA
2017,Sailfin,3,3,3,61,55,6,2,NA
2017,Sailfin,3,4,5,20,15,5,3,NA
2017,Sailfin,3,5,0,53,50,3,3,NA
2017,Sailfin,4,1,0,25,0,25,0,NA
2017,Sailfin,4,2,3,60,40,20,0,NA
2017,Sailfin,4,3,0,25,15,10,0,NA
2017,Sailfin,4,4,5,40,35,5,0,NA
2017,Sailfin,4,5,0,28,25,3,0,NA
2017,West Point,5,1,15,15,0,15,0,NA
2017,West Point,5,2,15,30,5,25,0,NA
2017,West Point,5,3,5,40,15,25,0,NA
2017,West Point,5,4,25,10,10,0,3,NA
2017,West Point,5,5,5,75,75,0,5,NA
2017,West Point,6,1,10,53,50,3,0,NA
2017,West Point,6,2,50,15,5,10,3,NA
2017,West Point,6,3,0,20,20,0,10,NA
2017,West Point,6,4,10,20,10,10,2,NA
2017,West Point,6,5,7,27,25,2,2,NA
2017,Jigsaw,3,1,0,12,10,2,15,NA
2017,Jigsaw,3,2,4,45,40,5,2,NA
2017,Jigsaw,3,3,4,38,35,3,15,NA
2017,Jigsaw,3,4,4,40,25,15,3,NA
2017,Jigsaw,3,5,5,60,45,15,10,NA
2017,Jigsaw,4,1,10,10,10,0,40,NA
2017,Jigsaw,4,2,10,20,15,5,20,NA
2017,Jigsaw,4,3,5,75,70,5,5,NA
2017,Jigsaw,4,4,0,75,75,0,0,NA
2017,Jigsaw,4,5,0,43,40,3,15,NA
2017,West Point,7,1,0,65,5,60,10,NA
2017,West Point,7,2,0,65,0,65,15,NA
2017,West Point,7,3,0,55,5,50,3,NA
2017,West Point,7,4,0,30,0,30,5,NA
2017,West Point,7,5,0,30,10,20,2,NA
2017,West Point,8,1,0,15,0,15,0,NA
2017,West Point,8,2,0,68,3,65,10,NA
2017,West Point,8,3,0,40,0,40,5,NA
2017,West Point,8,4,0,75,0,75,0,NA
2017,West Point,8,5,0,20,5,15,3,NA
2017,Grundys  Gardens ,3,1,0,45,40,5,30,NA
2017,Grundys  Gardens ,3,2,0,45,45,0,20,NA
2017,Grundys  Gardens ,3,3,0,30,20,10,10,NA
2017,Grundys  Gardens ,3,4,0,100,85,15,3,NA
2017,Grundys  Gardens ,3,5,25,35,25,10,5,NA
2017,Grundys  Gardens ,4,1,0,0,0,0,15,NA
2017,Grundys  Gardens ,4,2,0,50,50,0,15,NA
2017,Grundys  Gardens ,4,3,0,25,25,0,25,NA
2017,Grundys  Gardens ,4,4,5,35,30,5,0,NA
2017,Grundys  Gardens ,4,5,3,30,25,5,0,NA
2017,Coral City,3,1,0,35,25,10,10,NA
2017,Coral City,3,2,5,18,15,3,3,NA
2017,Coral City,3,3,15,35,25,10,5,NA
2017,Coral City,3,4,5,20,15,5,10,NA
2017,Coral City,3,5,5,50,40,10,5,NA
2017,Coral City,4,1,2,85,80,5,0,NA
2017,Coral City,4,2,10,30,10,20,0,NA
2017,Coral City,4,3,15,30,0,30,0,NA
2017,Coral City,4,4,0,45,25,20,0,NA
2017,Coral City,4,5,25,50,15,35,15,NA
2017,Meadows,6,1,5,55,30,25,10,NA
2017,Meadows,6,2,0,40,40,0,0,NA
2017,Meadows,6,3,0,30,15,15,0,NA
2017,Meadows,6,4,0,30,15,15,0,NA
2017,Meadows,6,5,10,20,20,0,0,NA
2017,Meadows,7,1,10,51,50,1,10,NA
2017,Meadows,7,2,5,15,10,5,20,NA
2017,Meadows,7,3,1,10,5,5,15,NA
2017,Meadows,7,4,5,10,5,5,15,NA
2017,Meadows,7,5,5,30,20,10,10,NA
2017,Mixing Bowl,8,1,15,30,25,5,5,NA
2017,Mixing Bowl,8,2,5,37,25,12,10,NA
2017,Mixing Bowl,8,3,0,85,80,5,5,NA
2017,Mixing Bowl,8,4,2,10,10,0,0,NA
2017,Mixing Bowl,8,5,2,40,5,35,20,NA
2017,Pauls Anchor,5,1,1,20,15,5,10,NA
2017,Pauls Anchor,5,2,1,75,60,15,1,NA
2017,Pauls Anchor,5,3,5,60,60,0,10,NA
2017,Pauls Anchor,5,4,5,80,80,0,1,NA
2017,Pauls Anchor,5,5,1,75,70,5,1,NA
2017,Pauls Anchor,6,1,1,30,10,20,1,NA
2017,Pauls Anchor,6,2,1,25,20,5,20,NA
2017,Pauls Anchor,6,3,1,50,25,25,1,NA
2017,Pauls Anchor,6,4,5,30,25,5,5,NA
2017,Pauls Anchor,6,5,10,11,10,1,10,NA
2017,Sailfin,5,1,1,82,70,12,5,NA
2017,Sailfin,5,2,10,10,5,5,5,NA
2017,Sailfin,5,3,10,65,60,5,1,NA
2017,Sailfin,5,4,5,65,60,5,1,NA
2017,Sailfin,5,5,20,55,50,5,1,NA
2017,Sailfin,6,1,5,11,10,1,5,NA
2017,Sailfin,6,2,0,6,5,1,5,NA
2017,Sailfin,6,3,5,20,10,10,10,NA
2017,Sailfin,6,4,1,55,45,10,5,NA
2017,Sailfin,6,5,10,11,10,1,20,NA
2017,West Point,9,1,0,80,80,0,10,NA
2017,West Point,9,2,5,70,50,20,5,NA
2017,West Point,9,3,10,90,80,10,0,NA
2017,West Point,9,4,10,90,80,10,0,NA
2017,West Point,9,5,0,60,40,20,0,NA
2017,West Point,10,1,10,60,30,30,0,NA
2017,West Point,10,2,15,30,30,0,0,NA
2017,West Point,10,3,10,45,30,15,0,NA
2017,West Point,10,4,0,85,80,5,10,NA
2017,West Point,10,5,0,80,40,40,0,NA
2017,Jigsaw,5,1,1,15,10,5,25,NA
2017,Jigsaw,5,2,1,20,15,5,1,NA
2017,Jigsaw,5,3,0,15,5,10,0,NA
2017,Jigsaw,5,4,5,30,25,5,0,NA
2017,Jigsaw,5,5,0,15,15,0,5,NA
2017,Jigsaw,6,1,1,80,75,5,5,NA
2017,Jigsaw,6,2,1,55,50,5,1,NA
2017,Jigsaw,6,3,1,50,40,10,1,NA
2017,Jigsaw,6,4,5,40,30,10,10,NA
2017,Jigsaw,6,5,1,35,30,5,1,NA
2017,West Point,11,1,5,80,60,20,0,NA
2017,West Point,11,2,0,30,20,10,0,NA
2017,West Point,11,3,0,95,90,5,0,NA
2017,West Point,11,4,1,91,90,1,0,NA
2017,West Point,11,5,0,80,80,0,0,NA
2017,West Point,12,1,10,25,25,0,0,NA
2017,West Point,12,2,10,70,70,0,0,NA
2017,West Point,12,3,30,0,0,0,5,NA
2017,West Point,12,4,5,80,80,0,0,NA
2017,West Point,12,5,1,90,80,10,0,NA
2017,Grundys  Gardens ,5,1,10,25,25,0,0,NA
2017,Grundys  Gardens ,5,2,0,10,5,5,0,NA
2017,Grundys  Gardens ,5,3,10,80,80,0,10,NA
2017,Grundys  Gardens ,5,4,0,45,40,5,10,NA
2017,Grundys  Gardens ,5,5,10,60,60,0,20,NA
2017,Grundys  Gardens ,6,1,0,30,25,5,10,NA
2017,Grundys  Gardens ,6,2,0,10,5,5,10,NA
2017,Grundys  Gardens ,6,3,0,15,10,5,10,NA
2017,Grundys  Gardens ,6,4,0,10,5,5,10,NA
2017,Grundys  Gardens ,6,5,0,10,5,5,10,NA
2017,Coral City,5,1,0,40,15,25,10,NA
2017,Coral City,5,2,1,50,40,10,30,NA
2017,Coral City,5,3,0,15,10,5,10,NA
2017,Coral City,5,4,10,40,10,30,10,NA
2017,Coral City,5,5,0,5,5,0,0,NA
2017,Coral City,6,1,15,15,10,5,5,NA
2017,Coral City,6,2,1,30,25,5,10,NA
2017,Coral City,6,3,5,35,30,5,5,NA
2017,Coral City,6,4,0,76,75,1,0,NA
2017,Coral City,6,5,1,20,15,5,0,NA
2018,Lucas Ledge,1,1,30,50,50,20,2,NA
2018,Lucas Ledge,1,2,10,20,20,80,1,NA
2018,Lucas Ledge,1,3,40,40,40,10,3,NA
2018,Lucas Ledge,1,4,20,0,0,10,2,NA
2018,Lucas Ledge,1,5,10,50,50,20,3,NA
2018,Lucas Ledge,2,1,40,60,60,20,3,NA
2018,Lucas Ledge,2,2,80,20,20,80,1,NA
2018,Lucas Ledge,2,3,60,40,40,10,2,NA
2018,Lucas Ledge,2,4,30,70,70,20,1,NA
2018,Lucas Ledge,2,5,60,40,40,20,2,NA
2018,Lucas Ledge,3,1,80,80,80,20,3,NA
2018,Lucas Ledge,3,2,40,80,80,10,3,NA
2018,Lucas Ledge,3,3,60,70,70,20,3,NA
2018,Lucas Ledge,3,4,60,60,60,20,2,NA
2018,Lucas Ledge,3,5,80,20,20,80,2,NA
2018,Lucas Ledge,4,1,30,75,75,10,1,NA
2018,Lucas Ledge,4,2,20,80,80,5,2,NA
2018,Lucas Ledge,4,3,25,75,75,10,2,NA
2018,Lucas Ledge,4,4,0,95,95,5,2,NA
2018,Lucas Ledge,4,5,25,90,90,10,2,NA
2018,Lucas Ledge,5,1,20,100,100,0,2,NA
2018,Lucas Ledge,5,2,20,95,95,0,2,NA
2018,Lucas Ledge,5,3,10,10,10,0,3,NA
2018,Lucas Ledge,5,4,20,75,75,10,2,NA
2018,Lucas Ledge,5,5,30,100,100,0,3,NA
2018,Lucas Ledge,6,1,20,100,100,0,2,NA
2018,Lucas Ledge,6,2,40,95,95,5,2,NA
2018,Lucas Ledge,6,3,50,80,80,0,2,NA
2018,Lucas Ledge,6,4,30,60,60,0,2,NA
2018,Lucas Ledge,6,5,50,100,100,10,2,NA
2018,Lucas Ledge,7,1,20,80,80,0,3,0
2018,Lucas Ledge,7,2,10,90,90,0,2,0
2018,Lucas Ledge,7,3,30,70,70,0,2,0
2018,Lucas Ledge,7,4,30,70,70,0,3,0
2018,Lucas Ledge,7,5,10,90,90,0,3,0
2018,Lucas Ledge,8,1,30,0,0,70,0,0
2018,Lucas Ledge,8,2,20,0,0,80,0,0
2018,Lucas Ledge,8,3,10,90,90,0,2,0
2018,Lucas Ledge,8,4,10,90,90,0,2,0
2018,Lucas Ledge,8,5,20,80,80,0,2,0
2018,Lucas Ledge,9,1,10,90,90,0,2,0
2018,Lucas Ledge,9,2,10,90,90,0,2,0
2018,Lucas Ledge,9,3,10,90,90,0,6,0
2018,Lucas Ledge,9,4,20,80,80,0,2,0
2018,Lucas Ledge,9,5,0,100,100,0,2,0
2018,Lucas Ledge,10,1,10,80,80,10,2,0
2018,Lucas Ledge,10,2,0,70,70,30,2,0
2018,Lucas Ledge,10,3,20,60,60,20,2,0
2018,Lucas Ledge,10,4,10,40,40,50,1,0
2018,Lucas Ledge,10,5,0,80,80,20,2,0
2018,Lucas Ledge,11,1,70,40,40,20,2,NA
2018,Lucas Ledge,11,2,60,40,40,30,2,NA
2018,Lucas Ledge,11,3,60,60,60,20,2,NA
2018,Lucas Ledge,11,4,30,40,40,40,1,NA
2018,Lucas Ledge,11,5,80,20,20,10,2,NA
2018,Lucas Ledge,12,1,30,60,60,30,2,1
2018,Lucas Ledge,12,2,100,5,5,50,0.5,NA
2018,Lucas Ledge,12,3,60,40,40,20,3,NA
2018,Lucas Ledge,12,4,80,20,20,40,3,1
2018,Lucas Ledge,12,5,70,30,30,10,2,1
