"","X","Year","Month","Day","Site","Depth","Transect","Observer","Species_Code","Coral_genus","Coral_spp","length","width","height","coral_SA","Site_Name"
"26266",23062,"2022","September",5,"Marthas",50,1,"ZP","AAGA","Agaricia","agaricites",15,10,10,471.238898038469,"Martha's Finyard"
"26267",23063,"2022","September",5,"Marthas",50,1,"ZP","PAST","Porites","astreoides",7,5,1,21.9911485751286,"Martha's Finyard"
"26268",23064,"2022","September",5,"Marthas",50,1,"ZP","PAST","Porites","astreoides",7,5,1,21.9911485751286,"Martha's Finyard"
"26269",23065,"2022","September",5,"Marthas",50,1,"ZP","PAST","Porites","astreoides",13,13,8,326.725635973339,"Martha's Finyard"
"26270",23066,"2022","September",5,"Marthas",50,1,"ZP","AAGA","Agaricia","agaricites",15,5,15,706.858347057703,"Martha's Finyard"
"26271",23067,"2022","September",5,"Marthas",50,1,"ZP","MCOM","Millepora","complanata",14,14,1,43.9822971502571,"Martha's Finyard"
"26272",23068,"2022","September",5,"Marthas",50,1,"ZP","AAGA","Agaricia","agaricites",17,18,5,267.035375555132,"Martha's Finyard"
"26273",23069,"2022","September",5,"Marthas",50,1,"ZP","AAGA","Agaricia","agaricites",7,4,2,43.9822971502571,"Martha's Finyard"
"26274",23070,"2022","September",5,"Marthas",50,1,"ZP","DLAB","Diploria","labyrinthyformis",30,26,8,753.98223686155,"Martha's Finyard"
"26275",23071,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",14,8,1,43.9822971502571,"Martha's Finyard"
"26276",23072,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",19,7,1,59.6902604182061,"Martha's Finyard"
"26277",23073,"2022","September",5,"Marthas",50,1,"ZP/VM","PPOR","Porites","porites",23,14,10,722.566310325652,"Martha's Finyard"
"26278",23074,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",8,10,2,50.2654824574367,"Martha's Finyard"
"26279",23075,"2022","September",5,"Marthas",50,1,"ZP/VM","OFAV","Orbicella","faveolata",8,6,2,50.2654824574367,"Martha's Finyard"
"26280",23076,"2022","September",5,"Marthas",50,1,"ZP/VM","MCAV","Montastraea","cavernosa",30,40,40,3769.91118430775,"Martha's Finyard"
"26281",23077,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",10,6,8,251.327412287183,"Martha's Finyard"
"26282",23078,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",5,6,7,109.955742875643,"Martha's Finyard"
"26283",23079,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",17,15,14,747.699051554371,"Martha's Finyard"
"26284",23080,"2022","September",5,"Marthas",50,1,"ZP/VM","OFAV","Orbicella","faveolata",50,30,30,4712.38898038469,"Martha's Finyard"
"26285",23081,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",22,12,10,691.150383789754,"Martha's Finyard"
"26286",23082,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",7,5,11,241.902634326414,"Martha's Finyard"
"26287",23083,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",13,5,8,326.725635973339,"Martha's Finyard"
"26288",23084,"2022","September",5,"Marthas",50,1,"ZP/VM","OANN","Orbicella","annularis",8,9,12,301.59289474462,"Martha's Finyard"
"26289",23085,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",9,8,4,113.097335529233,"Martha's Finyard"
"26290",23086,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",10,8,4,125.663706143592,"Martha's Finyard"
"26291",23087,"2022","September",5,"Marthas",50,1,"ZP/VM","DLAB","Diploria","labyrinthyformis",16,8,11,552.920307031804,"Martha's Finyard"
"26292",23088,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",13,6,20,816.814089933346,"Martha's Finyard"
"26293",23089,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",6,3,0.5,9.42477796076938,"Martha's Finyard"
"26294",23090,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",17,10,3,160.221225333079,"Martha's Finyard"
"26295",23091,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",13,8,14,571.769862953342,"Martha's Finyard"
"26296",23092,"2022","September",5,"Marthas",50,1,"ZP/VM","SRAD","Siderastrea","radians",19,12,10,596.902604182061,"Martha's Finyard"
"26297",23093,"2022","September",5,"Marthas",50,1,"ZP/VM","SRAD","Siderastrea","radians",21,10,7,461.8141200777,"Martha's Finyard"
"26298",23094,"2022","September",5,"Marthas",50,1,"ZP/VM","SRAD","Siderastrea","radians",3,4,2,18.8495559215388,"Martha's Finyard"
"26299",23095,"2022","September",5,"Marthas",50,1,"ZP/VM","AAGA","Agaricia","agaricites",10,6,13,408.407044966673,"Martha's Finyard"
"26300",23096,"2022","September",5,"Marthas",50,1,"ZP/VM","PAST","Porites","astreoides",8,11,6,150.79644737231,"Martha's Finyard"
"26301",23097,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",12,8,6,226.194671058465,"The Meadows"
"26302",23098,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",5,5,2,31.4159265358979,"The Meadows"
"26303",23099,"2022","September",6,"Meadows",18,1,"ZP","MCAV","Montastraea","cavernosa",16,18,32,1608.49543863797,"The Meadows"
"26304",23100,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",16,16,10,502.654824574367,"The Meadows"
"26305",23101,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",16,16,10,502.654824574367,"The Meadows"
"26306",23102,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",25,25,5,392.699081698724,"The Meadows"
"26307",23103,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",20,13,4,251.327412287183,"The Meadows"
"26308",23104,"2022","September",6,"Meadows",18,1,"ZP","PSTR","Pseudodiploria","strigosa",17,9,11,587.477826221291,"The Meadows"
"26309",23105,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",8,5,2,50.2654824574367,"The Meadows"
"26310",23106,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,5,2,37.6991118430775,"The Meadows"
"26311",23107,"2022","September",6,"Meadows",18,1,"ZP","PSTR","Pseudodiploria","strigosa",5,5,5,78.5398163397448,"The Meadows"
"26312",23108,"2022","September",6,"Meadows",18,1,"ZP","PSTR","Pseudodiploria","strigosa",26,20,15,1225.22113490002,"The Meadows"
"26313",23109,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",5,5,2,31.4159265358979,"The Meadows"
"26314",23110,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",10,11,5,157.07963267949,"The Meadows"
"26315",23111,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",14,9,14,615.752160103599,"The Meadows"
"26316",23112,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,5,30,2827.43338823081,"The Meadows"
"26317",23113,"2022","September",6,"Meadows",18,1,"ZP","PPOR","Porites","porites",16,12,6,301.59289474462,"The Meadows"
"26318",23114,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",20,20,5,314.159265358979,"The Meadows"
"26319",23115,"2022","September",6,"Meadows",18,1,"ZP","SSID","Siderastrea","siderea",20,18,5,314.159265358979,"The Meadows"
"26320",23116,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,5,2,37.6991118430775,"The Meadows"
"26321",23117,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,5,2,37.6991118430775,"The Meadows"
"26322",23118,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,5,2,37.6991118430775,"The Meadows"
"26323",23119,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",14,7,7,307.8760800518,"The Meadows"
"26324",23120,"2022","September",6,"Meadows",18,1,"ZP","PPOR","Porites","porites",16,8,5,251.327412287183,"The Meadows"
"26325",23121,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",9,7,5,141.371669411541,"The Meadows"
"26326",23122,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",100,100,100,31415.9265358979,"The Meadows"
"26327",23123,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",30,15,5,471.238898038469,"The Meadows"
"26328",23124,"2022","September",6,"Meadows",18,1,"ZP","SSID","Siderastrea","siderea",12,11,4,150.79644737231,"The Meadows"
"26329",23125,"2022","September",6,"Meadows",18,1,"ZP","SSID","Siderastrea","siderea",21,22,5,329.867228626928,"The Meadows"
"26330",23126,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,30,30,2827.43338823081,"The Meadows"
"26331",23127,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",24,24,10,753.98223686155,"The Meadows"
"26332",23128,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",24,24,10,753.98223686155,"The Meadows"
"26333",23129,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",24,24,10,753.98223686155,"The Meadows"
"26334",23130,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",10,10,10,314.159265358979,"The Meadows"
"26335",23131,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",10,10,10,314.159265358979,"The Meadows"
"26336",23132,"2022","September",6,"Meadows",18,1,"ZP","PPOR","Porites","porites",4,2,2,25.1327412287183,"The Meadows"
"26337",23133,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",50,50,30,4712.38898038469,"The Meadows"
"26338",23134,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",15,12,4,188.495559215388,"The Meadows"
"26339",23135,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",20,20,5,314.159265358979,"The Meadows"
"26340",23136,"2022","September",6,"Meadows",18,1,"ZP","MCAV","Montastraea","cavernosa",50,25,5,785.398163397448,"The Meadows"
"26341",23137,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26342",23138,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26343",23139,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26344",23140,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26345",23141,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26346",23142,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",6,6,2,37.6991118430775,"The Meadows"
"26347",23143,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,24,4,376.991118430775,"The Meadows"
"26348",23144,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",200,200,200,125663.706143592,"The Meadows"
"26349",23145,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26350",23146,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26351",23147,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26352",23148,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26353",23149,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26354",23150,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,3,141.371669411541,"The Meadows"
"26355",23151,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,15,20,1884.95559215388,"The Meadows"
"26356",23152,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,15,20,1884.95559215388,"The Meadows"
"26357",23153,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,15,20,1884.95559215388,"The Meadows"
"26358",23154,"2022","September",6,"Meadows",18,1,"ZP","ISIN","Isophyllia","sinuosa",10,10,2,62.8318530717959,"The Meadows"
"26359",23155,"2022","September",6,"Meadows",18,1,"ZP","MCAV","Montastraea","cavernosa",25,25,20,1570.7963267949,"The Meadows"
"26360",23156,"2022","September",6,"Meadows",18,1,"ZP","MMEA","Meandrina","meandrites",25,25,20,1570.7963267949,"The Meadows"
"26361",23157,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26362",23158,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26363",23159,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26364",23160,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26365",23161,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26366",23162,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26367",23163,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26368",23164,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,8,2,50.2654824574367,"The Meadows"
"26369",23165,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",25,25,25,1963.49540849362,"The Meadows"
"26370",23166,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",60,60,40,7539.8223686155,"The Meadows"
"26371",23167,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,5,8,201.061929829747,"The Meadows"
"26372",23168,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,5,8,201.061929829747,"The Meadows"
"26373",23169,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",8,5,8,201.061929829747,"The Meadows"
"26374",23170,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",30,6,30,2827.43338823081,"The Meadows"
"26375",23171,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",16,16,6,301.59289474462,"The Meadows"
"26376",23172,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",16,16,6,301.59289474462,"The Meadows"
"26377",23173,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",16,16,6,301.59289474462,"The Meadows"
"26378",23174,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",16,16,6,301.59289474462,"The Meadows"
"26379",23175,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",16,16,6,301.59289474462,"The Meadows"
"26380",23176,"2022","September",6,"Meadows",18,1,"ZP","MCOM","Millepora","complanata",1,8,45,141.371669411541,"The Meadows"
"26381",23177,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",5,10,2,31.4159265358979,"The Meadows"
"26382",23178,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",9,4,2,56.5486677646163,"The Meadows"
"26383",23179,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",30,30,10,942.477796076938,"The Meadows"
"26384",23180,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",110,70,70,24190.2634326414,"The Meadows"
"26385",23181,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,5,235.619449019234,"The Meadows"
"26386",23182,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,5,235.619449019234,"The Meadows"
"26387",23183,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,5,235.619449019234,"The Meadows"
"26388",23184,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,5,235.619449019234,"The Meadows"
"26389",23185,"2022","September",6,"Meadows",18,1,"ZP","AAGA","Agaricia","agaricites",15,15,5,235.619449019234,"The Meadows"
"26390",23186,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",4,4,2,25.1327412287183,"The Meadows"
"26391",23187,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",10,6,2,62.8318530717959,"The Meadows"
"26392",23188,"2022","September",6,"Meadows",18,1,"ZP","PPOR","Porites","porites",5,5,2,31.4159265358979,"The Meadows"
"26393",23189,"2022","September",6,"Meadows",18,1,"ZP","PPOR","Porites","porites",30,15,2,188.495559215388,"The Meadows"
"26394",23190,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",10,10,5,157.07963267949,"The Meadows"
"26395",23191,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",10,10,5,157.07963267949,"The Meadows"
"26396",23192,"2022","September",6,"Meadows",18,1,"ZP","PAST","Porites","astreoides",10,10,5,157.07963267949,"The Meadows"
"26397",23193,"2022","September",6,"Meadows",18,1,"ZP","OFAV","Orbicella","faveolata",50,20,20,3141.59265358979,"The Meadows"
"26398",27699,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",18,10,10,565.486677646163,"Grundy's Gardens"
"26399",27700,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,15,15,706.858347057703,"Grundy's Gardens"
"26400",27701,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,10,5,235.619449019234,"Grundy's Gardens"
"26401",27702,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",70,40,70,15393.80400259,"Grundy's Gardens"
"26402",27703,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,10,5,235.619449019234,"Grundy's Gardens"
"26403",27704,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",40,30,30,3769.91118430775,"Grundy's Gardens"
"26404",27705,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",30,20,15,1413.71669411541,"Grundy's Gardens"
"26405",27706,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",80,80,20,5026.54824574367,"Grundy's Gardens"
"26406",27707,"2023","7",3,"Grundys",8.5,1,"GGG","past","Porites","astreoides",8,8,2,50.2654824574367,"Grundy's Gardens"
"26407",27708,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",18,18,2,113.097335529233,"Grundy's Gardens"
"26408",27709,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",20,15,8,502.654824574367,"Grundy's Gardens"
"26409",27710,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",50,80,20,3141.59265358979,"Grundy's Gardens"
"26410",27711,"2023","7",3,"Grundys",8.5,1,"GGG","efas","Eusmilia","fastigiata",18,15,10,565.486677646163,"Grundy's Gardens"
"26411",27712,"2023","7",3,"Grundys",8.5,1,"GGG","pstr","Pseudodiploria","strigosa",35,20,5,549.778714378214,"Grundy's Gardens"
"26412",27713,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",40,20,15,1884.95559215388,"Grundy's Gardens"
"26413",27714,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",40,45,30,3769.91118430775,"Grundy's Gardens"
"26414",27715,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",15,8,5,235.619449019234,"Grundy's Gardens"
"26415",27716,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",10,10,1,31.4159265358979,"Grundy's Gardens"
"26416",27717,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",12,10,2,75.398223686155,"Grundy's Gardens"
"26417",27718,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",10,10,5,157.07963267949,"Grundy's Gardens"
"26418",27719,"2023","7",3,"Grundys",8.5,1,"GGG","past","Porites","astreoides",20,10,5,314.159265358979,"Grundy's Gardens"
"26419",27720,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",20,10,5,314.159265358979,"Grundy's Gardens"
"26420",27721,"2023","7",3,"Grundys",8.5,1,"GGG","ssid","Siderastrea","siderea",20,12,5,314.159265358979,"Grundy's Gardens"
"26421",27722,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",20,18,5,314.159265358979,"Grundy's Gardens"
"26422",27723,"2023","7",3,"Grundys",8.5,1,"GGG","ofav","Orbicella","faveolata",260,300,150,122522.113490002,"Grundy's Gardens"
"26423",27724,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",45,30,10,1413.71669411541,"Grundy's Gardens"
"26424",27725,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,20,10,471.238898038469,"Grundy's Gardens"
"26425",27726,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",25,25,15,1178.09724509617,"Grundy's Gardens"
"26426",27727,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",10,10,1,31.4159265358979,"Grundy's Gardens"
"26427",27728,"2023","7",3,"Grundys",8.5,1,"GGG","alam","Agaricia","larmarcki",12,10,1,37.6991118430775,"Grundy's Gardens"
"26428",27729,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,20,10,471.238898038469,"Grundy's Gardens"
"26429",27730,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",50,25,5,785.398163397448,"Grundy's Gardens"
"26430",27731,"2023","7",3,"Grundys",8.5,1,"GGG","ofra","Orbicella","franksi",15,20,15,706.858347057703,"Grundy's Gardens"
"26431",27732,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",20,18,20,1256.63706143592,"Grundy's Gardens"
"26432",27733,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",50,25,10,1570.7963267949,"Grundy's Gardens"
"26433",27734,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",18,10,1,56.5486677646163,"Grundy's Gardens"
"26434",27735,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,10,1,47.1238898038469,"Grundy's Gardens"
"26435",27736,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",12,10,2,75.398223686155,"Grundy's Gardens"
"26436",27737,"2023","7",3,"Grundys",8.5,1,"GGG","past","Porites","astreoides",6,5,3,56.5486677646163,"Grundy's Gardens"
"26437",27738,"2023","7",3,"Grundys",8.5,1,"GGG","ofav","Orbicella","faveolata",70,120,60,13194.6891450771,"Grundy's Gardens"
"26438",27739,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",18,6,5,282.743338823081,"Grundy's Gardens"
"26439",27740,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",65,95,20,4084.07044966673,"Grundy's Gardens"
"26440",27741,"2023","7",3,"Grundys",8.5,1,"GGG","malc","Millepora","alcicornis",50,20,15,2356.19449019234,"Grundy's Gardens"
"26441",27742,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",40,20,12,1507.9644737231,"Grundy's Gardens"
"26442",27743,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",50,25,10,1570.7963267949,"Grundy's Gardens"
"26443",27744,"2023","7",3,"Grundys",8.5,1,"GGG","ofav","Orbicella","faveolata",65,85,100,20420.3522483337,"Grundy's Gardens"
"26444",27745,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",75,100,30,7068.58347057703,"Grundy's Gardens"
"26445",27746,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",10,15,5,157.07963267949,"Grundy's Gardens"
"26446",27747,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,12,5,235.619449019234,"Grundy's Gardens"
"26447",27748,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",8,8,2,50.2654824574367,"Grundy's Gardens"
"26448",27749,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",20,20,2,125.663706143592,"Grundy's Gardens"
"26449",27750,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",12,20,2,75.398223686155,"Grundy's Gardens"
"26450",27751,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",20,15,10,628.318530717959,"Grundy's Gardens"
"26451",27752,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",28,55,25,2199.11485751285,"Grundy's Gardens"
"26452",27753,"2023","7",3,"Grundys",8.5,1,"GGG","past","Porites","astreoides",16,20,5,251.327412287183,"Grundy's Gardens"
"26453",27754,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,19,6,282.743338823081,"Grundy's Gardens"
"26454",27755,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",20,18,1,62.8318530717959,"Grundy's Gardens"
"26455",27756,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",10,15,10,314.159265358979,"Grundy's Gardens"
"26456",27757,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",1,15,8,25.1327412287183,"Grundy's Gardens"
"26457",27758,"2023","7",3,"Grundys",8.5,1,"GGG","mlam","Mycetophellia","larmarckiana",12,10,2,75.398223686155,"Grundy's Gardens"
"26458",27759,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",10,8,2,62.8318530717959,"Grundy's Gardens"
"26459",27760,"2023","7",3,"Grundys",8.5,1,"GGG","alam","Agaricia","larmarcki",25,15,5,392.699081698724,"Grundy's Gardens"
"26460",27761,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",8,8,2,50.2654824574367,"Grundy's Gardens"
"26461",27762,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",40,30,20,2513.27412287183,"Grundy's Gardens"
"26462",27763,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",10,12,10,314.159265358979,"Grundy's Gardens"
"26463",27764,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",18,14,10,565.486677646163,"Grundy's Gardens"
"26464",27765,"2023","7",3,"Grundys",8.5,1,"GGG","aaga","Agaricia","agaricites",15,18,12,565.486677646163,"Grundy's Gardens"
"26465",27766,"2023","7",3,"Grundys",8.5,1,"GGG","oann","Orbicella","annularis",26,10,5,408.407044966673,"Grundy's Gardens"
"26466",27767,"2023","7",3,"Grundys",8.5,1,"GGG","ppor","Porites","porites",16,8,8,402.123859659494,"Grundy's Gardens"
