"","X","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density","Site_Name"
"15819",15819,NA,"2020","July",28,"Jigsaw","Outside","BC",8,"Yellowtail",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85978,0.01667,"Jigsaw Puzzle"
"15820",15820,NA,"2020","July",28,"Jigsaw","Outside","BC",9,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Jigsaw Puzzle"
"15821",15821,NA,"2020","July",28,"Jigsaw","Outside","BC",9,"Redband",30,2,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,1052.31996,0.01667,"Jigsaw Puzzle"
"15822",15822,NA,"2020","July",28,"Marlyns cut","Inside","BC",5,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Marylin's Cut"
"15823",15823,NA,"2020","July",28,"Marlyns cut","Inside","BC",5,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Marylin's Cut"
"15824",15824,NA,"2020","July",28,"Marlyns cut","Inside","BC",5,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Marylin's Cut"
"15825",15825,NA,"2020","July",28,"Marlyns cut","Inside","BC",7,"Bermuda or Yellow Chub",30,2,"Kyphosus spp.","Chub","Carnivore",0.0138,3.03,825.2518,0.01667,"Marylin's Cut"
"15826",15826,NA,"2020","July",28,"Marlyns cut","Inside","BC",8,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Marylin's Cut"
"15827",15827,NA,"2020","July",28,"Marlyns cut","Inside","BC",9,"Princess",30,4,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,2103.5727,0.03333,"Marylin's Cut"
"15828",15828,NA,"2020","July",28,"Marlyns cut","Inside","BC",9,"Striped",30,4,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,1826.5151,0.03333,"Marylin's Cut"
"15829",15829,NA,"2020","July",28,"Coral City","Outside","Sonny",3,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Coral City"
"15830",15830,NA,"2020","July",28,"Coral City","Outside","Sonny",3,"Ocean Triggerfish",30,4,"Canthidermis sufflamen","Triggerfish","Carnivore",0.0427,2.84,2676.16096,0.03333,"Coral City"
"15831",15831,NA,"2020","July",28,"Coral City","Outside","Sonny",4,"Yellowtail",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85978,0.01667,"Coral City"
"15832",15832,NA,"2020","July",28,"Coral City","Outside","Sonny",4,"Ocean Triggerfish",30,2,"Canthidermis sufflamen","Triggerfish","Carnivore",0.0427,2.84,1338.08048,0.01667,"Coral City"
"15833",15833,NA,"2020","July",28,"Coral City","Outside","Sonny",4,"Bar Jack",30,6,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,2474.0068,0.05,"Coral City"
"15834",15834,NA,"2020","July",28,"Coral City","Outside","Sonny",5,"Redtail",30,4,"Sparisoma chrysopterum","Parrotfish","Herbivore",0.0129,3.1,1957.60736,0.03333,"Coral City"
"15835",15835,NA,"2020","July",28,"Coral City","Outside","Sonny",5,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Coral City"
"15836",15836,NA,"2020","July",28,"Coral City","Outside","Sonny",5,"Schoolmaster",30,2,"Lutjanus apodus","Snapper","Carnivore",0.0182,3,982.8,0.01667,"Coral City"
"15837",15837,NA,"2020","July",28,"Coral City","Outside","BC",7,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Coral City"
"15838",15838,NA,"2020","July",28,"Coral City","Outside","BC",8,"Yellowtail",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85978,0.01667,"Coral City"
"15839",15839,NA,"2020","July",28,"Marthas","Outside","BC",1,"Caesar",30,8,"Haemulon carbonarium","Grunt","Carnivore",0.01622,2.99,3386.36206,0.06667,"Martha's Finyard"
"15840",15840,NA,"2020","July",28,"Marthas","Outside","BC",1,"Spanish",30,2,"Haemulon macrostomum","Grunt","Carnivore",0.0214,3.04,1324.0134,0.01667,"Martha's Finyard"
"15841",15841,NA,"2020","July",28,"Marthas","Outside","BC",1,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Martha's Finyard"
"15842",15842,NA,"2020","July",28,"Marthas","Outside","BC",1,"Blue Tang",30,2,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,1475.9876,0.01667,"Martha's Finyard"
"15843",15843,NA,"2020","July",28,"Marthas","Outside","BC",1,"Black Durgon",30,6,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,3394.85214,0.05,"Martha's Finyard"
"15844",15844,NA,"2020","July",28,"Marthas","Outside","BC",2,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Martha's Finyard"
"15845",15845,NA,"2020","July",28,"Marthas","Outside","BC",3,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Martha's Finyard"
"15846",15846,NA,"2020","July",28,"Marthas","Outside","BC",4,"Princess",30,4,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,2103.5727,0.03333,"Martha's Finyard"
"15847",15847,NA,"2020","July",28,"Marthas","Outside","BC",4,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Martha's Finyard"
"15848",15848,NA,"2020","July",28,"Marthas","Outside","BC",4,"Graysby",30,2,"Cephalopholis cruentata","Grouper","Carnivore",0.011,3.11,863.5148,0.01667,"Martha's Finyard"
"15849",15849,NA,"2020","July",28,"Marthas","Outside","Sonny",5,"Caesar",30,2,"Haemulon carbonarium","Grunt","Carnivore",0.01622,2.99,846.59052,0.01667,"Martha's Finyard"
"15850",15850,NA,"2020","July",28,"Marthas","Outside","Sonny",5,"Bar Jack",30,8,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,3298.67574,0.06667,"Martha's Finyard"
"15851",15851,NA,"2020","July",28,"Marthas","Outside","Sonny",6,"Caesar",30,2,"Haemulon carbonarium","Grunt","Carnivore",0.01622,2.99,846.59052,0.01667,"Martha's Finyard"
"15852",15852,NA,"2020","July",28,"Marthas","Outside","Sonny",6,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Martha's Finyard"
"15853",15853,NA,"2020","July",28,"Marthas","Outside","Sonny",6,"Redband",30,2,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,1052.31996,0.01667,"Martha's Finyard"
"15854",15854,NA,"2020","July",28,"Marthas","Outside","Sonny",6,"Schoolmaster",30,2,"Lutjanus apodus","Snapper","Carnivore",0.0182,3,982.8,0.01667,"Martha's Finyard"
"15855",15855,NA,"2020","July",28,"Marthas","Outside","Sonny",6,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"Martha's Finyard"
"15856",15856,NA,"2020","July",28,"Marthas","Outside","Sonny",7,"Queen",30,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1188.77152,0.01667,"Martha's Finyard"
"15857",15857,NA,"2020","July",28,"Marthas","Outside","Sonny",7,"Redtail",30,2,"Sparisoma chrysopterum","Parrotfish","Herbivore",0.0129,3.1,978.80368,0.01667,"Martha's Finyard"
"15858",15858,NA,"2020","July",28,"Marthas","Outside","Sonny",7,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Martha's Finyard"
"15859",15859,NA,"2020","July",28,"Marthas","Outside","Sonny",7,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Martha's Finyard"
"15860",15860,NA,"2020","July",28,"Marthas","Outside","Sonny",7,"Spanish Hogfish",30,2,"Bodianus rufus","Wrasse","Carnivore",0.0166,3.08,1176.7157,0.01667,"Martha's Finyard"
"15861",15861,NA,"2020","July",28,"Marthas","Outside","Sonny",8,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"Martha's Finyard"
"15862",15862,NA,"2020","July",28,"Marthas","Outside","Sonny",9,"Queen",30,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1188.77152,0.01667,"Martha's Finyard"
"15863",15863,NA,"2020","July",28,"Marthas","Outside","Sonny",9,"Stoplight",30,8,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,4375.10406,0.06667,"Martha's Finyard"
"15864",15864,NA,"2020","July",28,"Marthas","Outside","Sonny",9,"Spotted Trunkfish",30,2,"Lactophrys bicaudalis ","Trunkfish","Herbivore",0.0589,2.82,1724.35718,0.01667,"Martha's Finyard"
"15865",15865,NA,"2020","July",28,"Marthas","Outside","Sonny",10,"Yellowtail",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85978,0.01667,"Martha's Finyard"
"15866",15866,NA,"2020","July",28,"Grundy's","Inside","BC",1,"White Grunt",30,4,"Haemulon plumierii","Grunt","Carnivore",0.02,2.96,1885.24978,0.03333,"Grundy's Gardens"
"15867",15867,NA,"2020","July",28,"Grundy's","Inside","BC",1,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Grundy's Gardens"
"15868",15868,NA,"2020","July",28,"Grundy's","Inside","BC",1,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"Grundy's Gardens"
"15869",15869,NA,"2020","July",28,"Grundy's","Inside","BC",1,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"Grundy's Gardens"
"15870",15870,NA,"2020","July",28,"Grundy's","Inside","BC",1,"Bermuda or Yellow Chub",30,2,"Kyphosus spp.","Chub","Carnivore",0.0138,3.03,825.2518,0.01667,"Grundy's Gardens"
"15871",15871,NA,"2020","July",28,"Grundy's","Inside","BC",3,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"Grundy's Gardens"
"15872",15872,NA,"2020","July",28,"Grundy's","Inside","BC",3,"Bermuda or Yellow Chub",30,6,"Kyphosus spp.","Chub","Carnivore",0.0138,3.03,2475.75542,0.05,"Grundy's Gardens"
"15873",15873,NA,"2020","July",28,"Grundy's","Inside","BC",4,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Grundy's Gardens"
"15874",15874,NA,"2020","July",28,"Grundy's","Inside","Sonny",5,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"Grundy's Gardens"
"15875",15875,NA,"2020","July",28,"Grundy's","Inside","Sonny",5,"Striped",30,2,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,913.25756,0.01667,"Grundy's Gardens"
"15876",15876,NA,"2020","July",28,"Grundy's","Inside","Sonny",5,"Bermuda or Yellow Chub",30,2,"Kyphosus spp.","Chub","Carnivore",0.0138,3.03,825.2518,0.01667,"Grundy's Gardens"
"15877",15877,NA,"2020","July",28,"Grundy's","Inside","Sonny",6,"Redtail",30,2,"Sparisoma chrysopterum","Parrotfish","Herbivore",0.0129,3.1,978.80368,0.01667,"Grundy's Gardens"
"15878",15878,NA,"2020","July",28,"Grundy's","Inside","Sonny ",6,"Blue Tang",30,2,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,1475.9876,0.01667,"Grundy's Gardens"
"15879",15879,NA,"2020","July",28,"Grundy's","Inside","Sonny",8,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"Grundy's Gardens"
"15880",15880,NA,"2020","July",28,"Grundy's","Inside","Sonny",9,"Schoolmaster",30,6,"Lutjanus apodus","Snapper","Carnivore",0.0182,3,2948.4,0.05,"Grundy's Gardens"
"15881",15881,NA,"2020","July",28,"Paul's Anchor","Inside","BC",1,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Paul's Anchor"
"15882",15882,NA,"2020","July",28,"Paul's Anchor","Inside","BC",1,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"Paul's Anchor"
"15883",15883,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Rock Beauty",30,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1507.87622,0.01667,"Paul's Anchor"
"15884",15884,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Paul's Anchor"
"15885",15885,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Paul's Anchor"
"15886",15886,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Stoplight",30,12,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,6562.65608,0.1,"Paul's Anchor"
"15887",15887,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Yellowtail",30,6,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,3086.57932,0.05,"Paul's Anchor"
"15888",15888,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Black Durgon",30,14,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,7921.32164,0.11667,"Paul's Anchor"
"15889",15889,NA,"2020","July",28,"Paul's Anchor","Inside","BC",2,"Ocean Triggerfish",30,2,"Canthidermis sufflamen","Triggerfish","Carnivore",0.0427,2.84,1338.08048,0.01667,"Paul's Anchor"
"15890",15890,NA,"2020","July",28,"Paul's Anchor","Inside","BC",3,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Paul's Anchor"
"15891",15891,NA,"2020","July",28,"Paul's Anchor","Inside","BC",3,"Black Durgon",30,10,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,5658.08688,0.08333,"Paul's Anchor"
"15892",15892,NA,"2020","July",28,"Paul's Anchor","Inside","BC",3,"Bar Jack",30,4,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,1649.33786,0.03333,"Paul's Anchor"
"15893",15893,NA,"2020","July",28,"Paul's Anchor","Inside","BC",4,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Paul's Anchor"
"15894",15894,NA,"2020","July",28,"Paul's Anchor","Inside","BC",4,"Redband",30,2,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,1052.31996,0.01667,"Paul's Anchor"
"15895",15895,NA,"2020","July",28,"Paul's Anchor","Inside","BC",4,"Stoplight",30,6,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,3281.32804,0.05,"Paul's Anchor"
"15896",15896,NA,"2020","July",28,"Paul's Anchor","Inside","Sonny",5,"Queen",30,6,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,3566.31454,0.05,"Paul's Anchor"
"15897",15897,NA,"2020","July",28,"Paul's Anchor","Inside","Sonny",8,"Rock Beauty",30,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1507.87622,0.01667,"Paul's Anchor"
"15898",15898,NA,"2020","July",28,"Paul's Anchor","Inside","Sonny",8,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Paul's Anchor"
"15899",15899,NA,"2020","July",28,"Paul's Anchor","Inside","Sonny",8,"Schoolmaster",30,2,"Lutjanus apodus","Snapper","Carnivore",0.0182,3,982.8,0.01667,"Paul's Anchor"
"15900",15900,NA,"2020","July",28,"Paul's Anchor","Inside","Sonny",8,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Paul's Anchor"
"15901",15901,NA,"2020","July",28,"Meadows","Inside","Sonny",2,"Queen",30,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1188.77152,0.01667,"The Meadows"
"15902",15902,NA,"2020","July",28,"Meadows","Inside","Sonny",2,"Striped",30,4,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,1826.5151,0.03333,"The Meadows"
"15903",15903,NA,"2020","July",28,"Meadows","Inside","Sonny",2,"Yellowfin",30,2,"Mycteroperca venenosa","Grouper","Carnivore",0.0148,3.03,885.05266,0.01667,"The Meadows"
"15904",15904,NA,"2020","July",28,"Meadows","Inside","Sonny",3,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"The Meadows"
"15905",15905,NA,"2020","July",28,"Meadows","Inside","Sonny",3,"Mutton",30,2,"Lutjanus analis","Snapper","Carnivore",0.0151,3.03,902.99292,0.01667,"The Meadows"
"15906",15906,NA,"2020","July",28,"Meadows","Inside","Sonny",4,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"The Meadows"
"15907",15907,NA,"2020","July",28,"Meadows","Inside","Sonny",5,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"The Meadows"
"15908",15908,NA,"2020","July",28,"Meadows","Inside","Sonny",5,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"The Meadows"
"15909",15909,NA,"2020","July",28,"Meadows","Inside","Sonny",5,"Schoolmaster",30,2,"Lutjanus apodus","Snapper","Carnivore",0.0182,3,982.8,0.01667,"The Meadows"
"15910",15910,NA,"2020","July",28,"Meadows","Inside","Sonny",6,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"The Meadows"
"15911",15911,NA,"2020","July",28,"Meadows","Inside","Sonny",6,"Striped",30,2,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,913.25756,0.01667,"The Meadows"
"15912",15912,NA,"2020","July",28,"Meadows","Inside","Sonny",6,"Bar Jack",30,4,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,1649.33786,0.03333,"The Meadows"
"15913",15913,NA,"2020","July",28,"Meadows","Inside","BC",7,"Blue Tang",30,2,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,1475.9876,0.01667,"The Meadows"
"15914",15914,NA,"2020","July",28,"Meadows","Inside","BC",7,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"The Meadows"
"15915",15915,NA,"2020","July",28,"Meadows","Inside","BC",8,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"The Meadows"
"15916",15916,NA,"2020","July",28,"Meadows","Inside","BC",8,"Spanish",30,2,"Haemulon macrostomum","Grunt","Carnivore",0.0214,3.04,1324.0134,0.01667,"The Meadows"
"15917",15917,NA,"2020","July",28,"Meadows","Inside","BC",8,"Graysby",30,2,"Cephalopholis cruentata","Grouper","Carnivore",0.011,3.11,863.5148,0.01667,"The Meadows"
"15918",15918,NA,"2020","July",28,"Meadows","Inside","BC",8,"Yellowtail",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85978,0.01667,"The Meadows"
"15919",15919,NA,"2020","July",28,"Meadows","Inside","BC",8,"Blue Tang",30,2,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,1475.9876,0.01667,"The Meadows"
"15920",15920,NA,"2020","July",28,"Meadows","Inside","BC",8,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"The Meadows"
"15921",15921,NA,"2020","July",28,"Meadows","Inside","BC",9,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"The Meadows"
"15922",15922,NA,"2020","July",28,"Meadows","Inside","BC",9,"Stoplight",30,4,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,2187.55202,0.03333,"The Meadows"
"15923",15923,NA,"2020","July",28,"Meadows","Inside","BC",9,"Striped",30,4,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,1826.5151,0.03333,"The Meadows"
"15924",15924,NA,"2020","July",28,"Meadows","Inside","BC",9,"Graysby",30,6,"Cephalopholis cruentata","Grouper","Carnivore",0.011,3.11,2590.54438,0.05,"The Meadows"
"15925",15925,NA,"2020","July",28,"Meadows","Inside","BC",9,"Mahogany",30,2,"Lutjanus mahogoni","Snapper","Carnivore",0.0617,2.65,1013.17972,0.01667,"The Meadows"
"15926",15926,NA,"2020","July",28,"Meadows","Inside","BC",10,"Caesar",30,2,"Haemulon carbonarium","Grunt","Carnivore",0.01622,2.99,846.59052,0.01667,"The Meadows"
"15927",15927,NA,"2020","July",28,"Meadows","Inside","BC",10,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"The Meadows"
"15928",15928,NA,"2020","July",28,"Meadows","Inside","BC",10,"Rock Hind",30,2,"Epinephelus adscensionis","Grouper","Carnivore",0.0093,3.23,1098.03098,0.01667,"The Meadows"
"15929",15929,NA,"2020","July",28,"Meadows","Inside","BC",10,"Bar Jack",30,2,"Caranx ruber","Jacks","Herbivore",0.0158,2.99,824.66894,0.01667,"The Meadows"
"15930",15930,NA,"2020","July",28,"Snapshot","Outside","BC",1,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Snap Shot"
"15931",15931,NA,"2020","July",28,"Snapshot","Outside","BC",1,"White Grunt",30,2,"Haemulon plumierii","Grunt","Carnivore",0.02,2.96,942.6249,0.01667,"Snap Shot"
"15932",15932,NA,"2020","July",28,"Snapshot","Outside","BC",1,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Snap Shot"
"15933",15933,NA,"2020","July",28,"Snapshot","Outside","BC",1,"Blue Tang",30,4,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,2951.97518,0.03333,"Snap Shot"
"15934",15934,NA,"2020","July",28,"Snapshot","Outside","BC",1,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Snap Shot"
"15935",15935,NA,"2020","July",28,"Snapshot","Outside","BC",2,"French",30,4,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,4618.86198,0.03333,"Snap Shot"
"15936",15936,NA,"2020","July",28,"Snapshot","Outside","BC",2,"White Grunt",30,2,"Haemulon plumierii","Grunt","Carnivore",0.02,2.96,942.6249,0.01667,"Snap Shot"
"15937",15937,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Snap Shot"
"15938",15938,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Queen",30,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1188.77152,0.01667,"Snap Shot"
"15939",15939,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Red hind",30,2,"Epinephelus guttatus","Grouper","Carnivore",0.0132,3.05,844.93588,0.01667,"Snap Shot"
"15940",15940,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Blue Tang",30,2,"Acanthurus coeruleus","Surgeonfish","Herbivore",0.0324,2.95,1475.9876,0.01667,"Snap Shot"
"15941",15941,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Doctorfish",30,2,"Acanthurus chirurgus","Surgeonfish","Herbivore",0.0209,2.93,889.491,0.01667,"Snap Shot"
"15942",15942,NA,"2020","July",28,"Snapshot","Outside","BC",2,"Black Durgon",30,2,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,1131.61738,0.01667,"Snap Shot"
"15943",15943,NA,"2020","July",28,"Snapshot","Outside","BC",4,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Snap Shot"
"15944",15944,NA,"2020","July",28,"Snapshot","Outside","BC",4,"Redband",30,4,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,2104.63992,0.03333,"Snap Shot"
"15945",15945,NA,"2020","July",28,"Snapshot","Outside","BC",4,"Black Durgon",30,4,"Melichthys niger","Triggerfish","Omnivore",0.0257,2.94,2263.23476,0.03333,"Snap Shot"
"15946",15946,NA,"2020","July",28,"Snapshot","Outside","BC",5,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Snap Shot"
"15947",15947,NA,"2020","July",28,"Snapshot","Outside","BC",5,"Queen",30,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1188.77152,0.01667,"Snap Shot"
"15948",15948,NA,"2020","July",28,"Snapshot","Outside","BC",5,"Redband",30,2,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,1052.31996,0.01667,"Snap Shot"
"15949",15949,NA,"2020","July",28,"Snapshot","Outside","BC",6,"Redband",30,2,"Sparisoma aurofrenatum","Parrotfish","Herbivore",0.0117,3.15,1052.31996,0.01667,"Snap Shot"
"15950",15950,NA,"2020","July",28,"Snapshot","Outside","BC",6,"Stoplight",30,2,"Sparisoma viride","Parrotfish","Herbivore",0.0257,2.93,1093.77602,0.01667,"Snap Shot"
"15951",15951,NA,"2020","July",28,"Snapshot","Outside","BC",6,"Striped",30,4,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,1826.5151,0.03333,"Snap Shot"
"15952",15952,NA,"2020","July",28,"Snapshot","Outside","BC",7,"French",30,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2309.431,0.01667,"Snap Shot"
"15953",15953,NA,"2020","July",28,"Snapshot","Outside","BC",7,"Princess",30,6,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,3155.35906,0.05,"Snap Shot"
"15954",15954,NA,"2020","July",28,"Snapshot","Outside","BC",7,"Red hind",30,4,"Epinephelus guttatus","Grouper","Carnivore",0.0132,3.05,1689.87176,0.03333,"Snap Shot"
"15955",15955,NA,"2020","July",28,"Snapshot","Outside","BC",7,"Doctorfish",30,2,"Acanthurus chirurgus","Surgeonfish","Herbivore",0.0209,2.93,889.491,0.01667,"Snap Shot"
"15956",15956,NA,"2020","July",28,"Snapshot","Outside","BC",8,"French",30,4,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,4618.86198,0.03333,"Snap Shot"
"15957",15957,NA,"2020","July",28,"Snapshot","Outside","BC",8,"Princess",30,2,"Scarus taeniopterus","Parrotfish","Herbivore",0.017,3.04,1051.78636,0.01667,"Snap Shot"
"15958",15958,NA,"2020","July",28,"Snapshot","Outside","BC",8,"Striped",30,2,"Scarus iseri","Parrotfish","Herbivore",0.0158,3.02,913.25756,0.01667,"Snap Shot"
"15959",15959,NA,"2020","July",28,"Snapshot","Outside","BC",8,"Graysby",30,2,"Cephalopholis cruentata","Grouper","Carnivore",0.011,3.11,863.5148,0.01667,"Snap Shot"
